Crop,State,District,Season,SowingMonth,MinTemp,MaxTemp,SoilPHMin,SoilPHMax,MinRainfall,MaxRainfall
Bajra,Himachal Pradesh,MANDI,Kharif,June,20,30,7.0,8.0,400,750
Bajra,Himachal Pradesh,SHIMLA,Kharif,June,20,30,7.0,8.0,400,750
Bajra,Himachal Pradesh,SIRMAUR,Kharif,June,20,30,7.0,8.0,400,750
Bajra,Karnataka,BAGALKOT,Kharif,July,20,30,7.0,8.0,400,750
Bajra,Karnataka,BANGALORE RURAL,Kharif,July,20,30,7.0,8.0,400,750
Bajra,Karnataka,BELGAUM,Kharif,July,20,30,7.0,8.0,400,750
Bajra,Karnataka,BELLARY,Kharif,July,20,30,7.0,8.0,400,750
Bajra,Karnataka,BENGALURU URBAN,Kharif,July,20,30,7.0,8.0,400,750
Bajra,Karnataka,BIDAR,Kharif,July,20,30,7.0,8.0,400,750
Bajra,Karnataka,BIJAPUR,Kharif,July,20,30,7.0,8.0,400,750
Bajra,Karnataka,CHAMARAJANAGAR,Kharif,July,20,30,7.0,8.0,400,750
Bajra,Karnataka,CHIKBALLAPUR,Kharif,July,20,30,7.0,8.0,400,750
Bajra,Karnataka,CHIKMAGALUR,Kharif,July,20,30,7.0,8.0,400,750
Bajra,Karnataka,CHITRADURGA,Kharif,July,20,30,7.0,8.0,400,750
Bajra,Karnataka,DAKSHIN KANNAD,Kharif,July,20,30,7.0,8.0,400,750
Bajra,Karnataka,DAVANGERE,Kharif,July,20,30,7.0,8.0,400,750
Bajra,Karnataka,DHARWAD,Kharif,July,20,30,7.0,8.0,400,750
Bajra,Karnataka,GADAG,Kharif,July,20,30,7.0,8.0,400,750
Bajra,Karnataka,GULBARGA,Kharif,July,20,30,7.0,8.0,400,750
Bajra,Karnataka,HASSAN,Kharif,July,20,30,7.0,8.0,400,750
Bajra,Karnataka,HAVERI,Kharif,July,20,30,7.0,8.0,400,750
Bajra,Karnataka,KOLAR,Kharif,July,20,30,7.0,8.0,400,750
Bajra,Karnataka,KOPPAL,Kharif,July,20,30,7.0,8.0,400,750
Bajra,Karnataka,MANDYA,Kharif,July,20,30,7.0,8.0,400,750
Bajra,Karnataka,MYSORE,Kharif,July,20,30,7.0,8.0,400,750
Bajra,Karnataka,RAICHUR,Kharif,July,20,30,7.0,8.0,400,750
Bajra,Karnataka,RAMANAGARA,Kharif,July,20,30,7.0,8.0,400,750
Bajra,Karnataka,SHIMOGA,Kharif,July,20,30,7.0,8.0,400,750
Bajra,Karnataka,TUMKUR,Kharif,July,20,30,7.0,8.0,400,750
Bajra,Karnataka,UTTAR KANNAD,Kharif,July,20,30,7.0,8.0,400,750
Bajra,Karnataka,YADGIR,Kharif,July,20,30,7.0,8.0,400,750
Bajra,Madhya Pradesh,AGAR MALWA,Kharif,June,20,30,7.0,8.0,400,750
Bajra,Madhya Pradesh,ALIRAJPUR,Kharif,June,20,30,7.0,8.0,400,750
Bajra,Madhya Pradesh,ANUPPUR,Kharif,June,20,30,7.0,8.0,400,750
Bajra,Madhya Pradesh,ASHOKNAGAR,Kharif,June,20,30,7.0,8.0,400,750
Bajra,Madhya Pradesh,BALAGHAT,Kharif,June,20,30,7.0,8.0,400,750
Bajra,Madhya Pradesh,BARWANI,Kharif,June,20,30,7.0,8.0,400,750
Bajra,Madhya Pradesh,BETUL,Kharif,June,20,30,7.0,8.0,400,750
Bajra,Madhya Pradesh,BHIND,Kharif,June,20,30,7.0,8.0,400,750
Bajra,Madhya Pradesh,BHOPAL,Kharif,June,20,30,7.0,8.0,400,750
Bajra,Madhya Pradesh,BURHANPUR,Kharif,June,20,30,7.0,8.0,400,750
Bajra,Madhya Pradesh,CHHATARPUR,Kharif,June,20,30,7.0,8.0,400,750
Bajra,Madhya Pradesh,CHHINDWARA,Kharif,June,20,30,7.0,8.0,400,750
Bajra,Madhya Pradesh,DATIA,Kharif,June,20,30,7.0,8.0,400,750
Bajra,Madhya Pradesh,DEWAS,Kharif,June,20,30,7.0,8.0,400,750
Bajra,Madhya Pradesh,DHAR,Kharif,June,20,30,7.0,8.0,400,750
Bajra,Madhya Pradesh,GUNA,Kharif,June,20,30,7.0,8.0,400,750
Bajra,Madhya Pradesh,GWALIOR,Kharif,June,20,30,7.0,8.0,400,750
Bajra,Madhya Pradesh,HARDA,Kharif,June,20,30,7.0,8.0,400,750
Bajra,Madhya Pradesh,HOSHANGABAD,Kharif,June,20,30,7.0,8.0,400,750
Bajra,Madhya Pradesh,INDORE,Kharif,June,20,30,7.0,8.0,400,750
Bajra,Madhya Pradesh,JABALPUR,Kharif,June,20,30,7.0,8.0,400,750
Bajra,Madhya Pradesh,JHABUA,Kharif,June,20,30,7.0,8.0,400,750
Bajra,Madhya Pradesh,KHANDWA,Kharif,June,20,30,7.0,8.0,400,750
Bajra,Madhya Pradesh,KHARGONE,Kharif,June,20,30,7.0,8.0,400,750
Bajra,Madhya Pradesh,MANDLA,Kharif,June,20,30,7.0,8.0,400,750
Bajra,Madhya Pradesh,MANDSAUR,Kharif,June,20,30,7.0,8.0,400,750
Bajra,Madhya Pradesh,MORENA,Kharif,June,20,30,7.0,8.0,400,750
Bajra,Madhya Pradesh,NARSINGHPUR,Kharif,June,20,30,7.0,8.0,400,750
Bajra,Madhya Pradesh,NEEMUCH,Kharif,June,20,30,7.0,8.0,400,750
Bajra,Madhya Pradesh,PANNA,Kharif,June,20,30,7.0,8.0,400,750
Bajra,Madhya Pradesh,RAISEN,Kharif,June,20,30,7.0,8.0,400,750
Bajra,Madhya Pradesh,RAJGARH,Kharif,June,20,30,7.0,8.0,400,750
Bajra,Madhya Pradesh,RATLAM,Kharif,June,20,30,7.0,8.0,400,750
Bajra,Madhya Pradesh,REWA,Kharif,June,20,30,7.0,8.0,400,750
Bajra,Madhya Pradesh,SAGAR,Kharif,June,20,30,7.0,8.0,400,750
Bajra,Madhya Pradesh,SATNA,Kharif,June,20,30,7.0,8.0,400,750
Bajra,Madhya Pradesh,SEHORE,Kharif,June,20,30,7.0,8.0,400,750
Bajra,Madhya Pradesh,SEONI,Kharif,June,20,30,7.0,8.0,400,750
Bajra,Madhya Pradesh,SHAHDOL,Kharif,June,20,30,7.0,8.0,400,750
Bajra,Madhya Pradesh,SHAJAPUR,Kharif,June,20,30,7.0,8.0,400,750
Bajra,Madhya Pradesh,SHEOPUR,Kharif,June,20,30,7.0,8.0,400,750
Bajra,Madhya Pradesh,SHIVPURI,Kharif,June,20,30,7.0,8.0,400,750
Bajra,Madhya Pradesh,SIDHI,Kharif,June,20,30,7.0,8.0,400,750
Bajra,Madhya Pradesh,SINGRAULI,Kharif,June,20,30,7.0,8.0,400,750
Bajra,Madhya Pradesh,TIKAMGARH,Kharif,June,20,30,7.0,8.0,400,750
Bajra,Madhya Pradesh,UJJAIN,Kharif,June,20,30,7.0,8.0,400,750
Bajra,Madhya Pradesh,UMARIA,Kharif,June,20,30,7.0,8.0,400,750
Bajra,Madhya Pradesh,VIDISHA,Kharif,June,20,30,7.0,8.0,400,750
Bajra,Nagaland,DIMAPUR,Kharif,June,20,30,7.0,8.0,400,750
Bajra,Nagaland,KIPHIRE,Kharif,June,20,30,7.0,8.0,400,750
Bajra,Nagaland,KOHIMA,Kharif,June,20,30,7.0,8.0,400,750
Bajra,Nagaland,LONGLENG,Kharif,June,20,30,7.0,8.0,400,750
Bajra,Nagaland,MOKOKCHUNG,Kharif,June,20,30,7.0,8.0,400,750
Bajra,Nagaland,MON,Kharif,June,20,30,7.0,8.0,400,750
Bajra,Nagaland,PEREN,Kharif,June,20,30,7.0,8.0,400,750
Bajra,Nagaland,PHEK,Kharif,June,20,30,7.0,8.0,400,750
Bajra,Nagaland,TUENSANG,Kharif,June,20,30,7.0,8.0,400,750
Bajra,Nagaland,WOKHA,Kharif,June,20,30,7.0,8.0,400,750
Bajra,Nagaland,ZUNHEBOTO,Kharif,June,20,30,7.0,8.0,400,750
Bajra,Telangana,JOGULAMBA,Kharif,June,20,30,7.0,8.0,400,750
Bajra,Telangana,MEDAK,Kharif,June,20,30,7.0,8.0,400,750
Bajra,Telangana,NAGARKURNOOL,Kharif,June,20,30,7.0,8.0,400,750
Bajra,Telangana,NALGONDA,Kharif,June,20,30,7.0,8.0,400,750
Bajra,Telangana,RANGAREDDI,Kharif,June,20,30,7.0,8.0,400,750
Bajra,Telangana,SANGAREDDY,Kharif,June,20,30,7.0,8.0,400,750
Bajra,Telangana,VIKARABAD,Kharif,June,20,30,7.0,8.0,400,750
Bajra,Uttar Pradesh,AGRA,Kharif,June,20,30,7.0,8.0,400,750
Bajra,Uttar Pradesh,ALIGARH,Kharif,June,20,30,7.0,8.0,400,750
Bajra,Uttar Pradesh,ALLAHABAD,Kharif,June,20,30,7.0,8.0,400,750
Bajra,Uttar Pradesh,AMBEDKAR NAGAR,Kharif,June,20,30,7.0,8.0,400,750
Bajra,Uttar Pradesh,AMETHI,Kharif,June,20,30,7.0,8.0,400,750
Bajra,Uttar Pradesh,AMROHA,Kharif,June,20,30,7.0,8.0,400,750
Bajra,Uttar Pradesh,AURAIYA,Kharif,June,20,30,7.0,8.0,400,750
Bajra,Uttar Pradesh,AZAMGARH,Kharif,June,20,30,7.0,8.0,400,750
Bajra,Uttar Pradesh,BAGHPAT,Kharif,June,20,30,7.0,8.0,400,750
Bajra,Uttar Pradesh,BAHRAICH,Kharif,June,20,30,7.0,8.0,400,750
Bajra,Uttar Pradesh,BALLIA,Kharif,June,20,30,7.0,8.0,400,750
Bajra,Uttar Pradesh,BANDA,Kharif,June,20,30,7.0,8.0,400,750
Bajra,Uttar Pradesh,BARABANKI,Kharif,June,20,30,7.0,8.0,400,750
Bajra,Uttar Pradesh,BAREILLY,Kharif,June,20,30,7.0,8.0,400,750
Bajra,Uttar Pradesh,BUDAUN,Kharif,June,20,30,7.0,8.0,400,750
Bajra,Uttar Pradesh,BULANDSHAHR,Kharif,June,20,30,7.0,8.0,400,750
Bajra,Uttar Pradesh,CHANDAULI,Kharif,June,20,30,7.0,8.0,400,750
Bajra,Uttar Pradesh,CHITRAKOOT,Kharif,June,20,30,7.0,8.0,400,750
Bajra,Uttar Pradesh,DEORIA,Kharif,June,20,30,7.0,8.0,400,750
Bajra,Uttar Pradesh,ETAH,Kharif,June,20,30,7.0,8.0,400,750
Bajra,Uttar Pradesh,ETAWAH,Kharif,June,20,30,7.0,8.0,400,750
Bajra,Uttar Pradesh,FAIZABAD,Kharif,June,20,30,7.0,8.0,400,750
Bajra,Uttar Pradesh,FARRUKHABAD,Kharif,June,20,30,7.0,8.0,400,750
Bajra,Uttar Pradesh,FATEHPUR,Kharif,June,20,30,7.0,8.0,400,750
Bajra,Uttar Pradesh,FIROZABAD,Kharif,June,20,30,7.0,8.0,400,750
Bajra,Uttar Pradesh,GAUTAM BUDDHA NAGAR,Kharif,June,20,30,7.0,8.0,400,750
Bajra,Uttar Pradesh,GHAZIPUR,Kharif,June,20,30,7.0,8.0,400,750
Bajra,Uttar Pradesh,GORAKHPUR,Kharif,June,20,30,7.0,8.0,400,750
Bajra,Uttar Pradesh,HAMIRPUR,Kharif,June,20,30,7.0,8.0,400,750
Bajra,Uttar Pradesh,HAPUR,Kharif,June,20,30,7.0,8.0,400,750
Bajra,Uttar Pradesh,HARDOI,Kharif,June,20,30,7.0,8.0,400,750
Bajra,Uttar Pradesh,HATHRAS,Kharif,June,20,30,7.0,8.0,400,750
Bajra,Uttar Pradesh,JALAUN,Kharif,June,20,30,7.0,8.0,400,750
Bajra,Uttar Pradesh,JAUNPUR,Kharif,June,20,30,7.0,8.0,400,750
Bajra,Uttar Pradesh,JHANSI,Kharif,June,20,30,7.0,8.0,400,750
Bajra,Uttar Pradesh,KANNAUJ,Kharif,June,20,30,7.0,8.0,400,750
Bajra,Uttar Pradesh,KANPUR DEHAT,Kharif,June,20,30,7.0,8.0,400,750
Bajra,Uttar Pradesh,KANPUR NAGAR,Kharif,June,20,30,7.0,8.0,400,750
Bajra,Uttar Pradesh,KASGANJ,Kharif,June,20,30,7.0,8.0,400,750
Bajra,Uttar Pradesh,KAUSHAMBI,Kharif,June,20,30,7.0,8.0,400,750
Bajra,Uttar Pradesh,KHERI,Kharif,June,20,30,7.0,8.0,400,750
Bajra,Uttar Pradesh,KUSHI NAGAR,Kharif,June,20,30,7.0,8.0,400,750
Bajra,Uttar Pradesh,LUCKNOW,Kharif,June,20,30,7.0,8.0,400,750
Bajra,Uttar Pradesh,MAHOBA,Kharif,June,20,30,7.0,8.0,400,750
Bajra,Uttar Pradesh,MAINPURI,Kharif,June,20,30,7.0,8.0,400,750
Bajra,Uttar Pradesh,MATHURA,Kharif,June,20,30,7.0,8.0,400,750
Bajra,Uttar Pradesh,MAU,Kharif,June,20,30,7.0,8.0,400,750
Bajra,Uttar Pradesh,MEERUT,Kharif,June,20,30,7.0,8.0,400,750
Bajra,Uttar Pradesh,MIRZAPUR,Kharif,June,20,30,7.0,8.0,400,750
Bajra,Uttar Pradesh,MORADABAD,Kharif,June,20,30,7.0,8.0,400,750
Bajra,Uttar Pradesh,PRATAPGARH,Kharif,June,20,30,7.0,8.0,400,750
Bajra,Uttar Pradesh,RAE BARELI,Kharif,June,20,30,7.0,8.0,400,750
Bajra,Uttar Pradesh,RAMPUR,Kharif,June,20,30,7.0,8.0,400,750
Bajra,Uttar Pradesh,SAMBHAL,Kharif,June,20,30,7.0,8.0,400,750
Bajra,Uttar Pradesh,SANT KABEER NAGAR,Kharif,June,20,30,7.0,8.0,400,750
Bajra,Uttar Pradesh,SANT RAVIDAS NAGAR,Kharif,June,20,30,7.0,8.0,400,750
Bajra,Uttar Pradesh,SHAHJAHANPUR,Kharif,June,20,30,7.0,8.0,400,750
Bajra,Uttar Pradesh,SITAPUR,Kharif,June,20,30,7.0,8.0,400,750
Bajra,Uttar Pradesh,SONBHADRA,Kharif,June,20,30,7.0,8.0,400,750
Bajra,Uttar Pradesh,SULTANPUR,Kharif,June,20,30,7.0,8.0,400,750
Bajra,Uttar Pradesh,UNNAO,Kharif,June,20,30,7.0,8.0,400,750
Bajra,Uttar Pradesh,VARANASI,Kharif,June,20,30,7.0,8.0,400,750
Bajra,West Bengal,PURULIA,Kharif,June,20,30,7.0,8.0,400,750
Bajara,Gujarat,AHMADABAD,Summer,February,20,30,7.0,8.0,400,750
Bajara,Gujarat,AMRELI,Summer,February,20,30,7.0,8.0,400,750
Bajara,Gujarat,ANAND,Summer,February,20,30,7.0,8.0,400,750
Bajara,Gujarat,ARAVALLI,Summer,February,20,30,7.0,8.0,400,750
Bajara,Gujarat,BANAS KANTHA,Summer,February,20,30,7.0,8.0,400,750
Bajara,Gujarat,BHARUCH,Summer,February,20,30,7.0,8.0,400,750
Bajara,Gujarat,BHAVNAGAR,Summer,February,20,30,7.0,8.0,400,750
Bajara,Gujarat,BOTAD,Summer,February,20,30,7.0,8.0,400,750
Bajara,Gujarat,DOHAD,Summer,February,20,30,7.0,8.0,400,750
Bajara,Gujarat,GANDHINAGAR,Summer,February,20,30,7.0,8.0,400,750
Bajara,Gujarat,GIR SOMNATH,Summer,February,20,30,7.0,8.0,400,750
Bajara,Gujarat,JUNAGADH,Summer,February,20,30,7.0,8.0,400,750
Bajara,Gujarat,KACHCHH,Summer,February,20,30,7.0,8.0,400,750
Bajara,Gujarat,KHEDA,Summer,February,20,30,7.0,8.0,400,750
Bajara,Gujarat,MAHESANA,Summer,February,20,30,7.0,8.0,400,750
Bajara,Gujarat,MAHISAGAR,Summer,February,20,30,7.0,8.0,400,750
Bajara,Gujarat,MORBI,Summer,February,20,30,7.0,8.0,400,750
Bajara,Gujarat,NARMADA,Summer,February,20,30,7.0,8.0,400,750
Bajara,Gujarat,PANCH MAHALS,Summer,February,20,30,7.0,8.0,400,750
Bajara,Gujarat,PATAN,Summer,February,20,30,7.0,8.0,400,750
Bajara,Gujarat,PORBANDAR,Summer,February,20,30,7.0,8.0,400,750
Bajara,Gujarat,RAJKOT,Summer,February,20,30,7.0,8.0,400,750
Bajara,Gujarat,SABAR KANTHA,Summer,February,20,30,7.0,8.0,400,750
Bajara,Gujarat,SURENDRANAGAR,Summer,February,20,30,7.0,8.0,400,750
Bajara,Gujarat,VADODARA,Summer,February,20,30,7.0,8.0,400,750
Bajara,Karnataka,BELLARY,Summer,January,20,30,7.0,8.0,400,750
Bajara,Karnataka,DHARWAD,Summer,January,20,30,7.0,8.0,400,750
Bajara,Karnataka,RAICHUR,Summer,January,20,30,7.0,8.0,400,750
Bajara,Karnataka,TUMKUR,Summer,January,20,30,7.0,8.0,400,750
Bajara,Karnataka,YADGIR,Summer,January,20,30,7.0,8.0,400,750
Cashewnut,Andhra Pradesh,ANANTAPUR,Kharif,August,25,49,5.5,7.5,1000,2500
Cashewnut,Andhra Pradesh,EAST GODAVARI,Kharif,August,25,49,5.5,7.5,1000,2500
Cashewnut,Andhra Pradesh,WEST GODAVARI,Kharif,August,25,49,5.5,7.5,1000,2500
Cashewnut,Andhra Pradesh,CHITTOOR,Kharif,August,25,49,5.5,7.5,1000,2500
Cashewnut,Andhra Pradesh,GUNTUR,Kharif,August,25,49,5.5,7.5,1000,2500
Cashewnut,Andhra Pradesh,KADAPA,Kharif,August,25,49,5.5,7.5,1000,2500
Cashewnut,Andhra Pradesh,KRISHNA,Kharif,August,25,49,5.5,7.5,1000,2500
Cashewnut,Andhra Pradesh,PRAKASAM,Kharif,August,25,49,5.5,7.5,1000,2500
Cashewnut,Andhra Pradesh,SPSR NELLORE,Kharif,August,25,49,5.5,7.5,1000,2500
Cashewnut,Andhra Pradesh,SRIKAKULAM,Kharif,August,25,49,5.5,7.5,1000,2500
Cashewnut,Andhra Pradesh,VISAKHAPATANAM,Kharif,August,25,49,5.5,7.5,1000,2500
Cashewnut,Andhra Pradesh,VIZIANAGARAM,Kharif,August,25,49,5.5,7.5,1000,2500
Cashewnut,Telangana,BHADRADRI,Kharif,August,25,49,5.5,7.5,1000,2500
Cashewnut,Telangana,KHAMMAM,Kharif,August,25,49,5.5,7.5,1000,2500
Cashewnut,Telangana,KOMARAM BHEEM ASIFABAD,Kharif,August,25,49,5.5,7.5,1000,2500
Cashewnut,Telangana,MANCHERIAL,Kharif,August,25,49,5.5,7.5,1000,2500
Cashewnut,Telangana,MULUGU,Kharif,August,25,49,5.5,7.5,1000,2500
Cashewnut,Telangana,SANGAREDDY,Kharif,August,25,49,5.5,7.5,1000,2500
Cashewnut,Meghalaya,EAST GARO HILLS,Rabi,October,25,49,5.5,7.5,1000,2500
Cashewnut,Meghalaya,NORTH GARO HILLS,Rabi,October,25,49,5.5,7.5,1000,2500
Cashewnut,Meghalaya,SOUTH GARO HILLS,Rabi,October,25,49,5.5,7.5,1000,2500
Cashewnut,Meghalaya,SOUTH WEST GARO HILLS,Rabi,October,25,49,5.5,7.5,1000,2500
Cashewnut,Meghalaya,WEST GARO HILLS,Rabi,October,25,49,5.5,7.5,1000,2500
Cashewnut,Goa,NORTH GOA,WholeYear,June,25,49,5.5,7.5,1000,2500
Cashewnut,Goa,SOUTH GOA,WholeYear,June,25,49,5.5,7.5,1000,2500
Cashewnut,Karnataka,BAGALKOT,WholeYear,June,25,49,5.5,7.5,1000,2500
Cashewnut,Karnataka,BANGALORE RURAL,WholeYear,June,25,49,5.5,7.5,1000,2500
Cashewnut,Karnataka,BELGAUM,WholeYear,June,25,49,5.5,7.5,1000,2500
Cashewnut,Karnataka,BELLARY,WholeYear,June,25,49,5.5,7.5,1000,2500
Cashewnut,Karnataka,BENGALURU URBAN,WholeYear,June,25,49,5.5,7.5,1000,2500
Cashewnut,Karnataka,BIDAR,WholeYear,June,25,49,5.5,7.5,1000,2500
Cashewnut,Karnataka,CHAMARAJANAGAR,WholeYear,June,25,49,5.5,7.5,1000,2500
Cashewnut,Karnataka,CHIKBALLAPUR,WholeYear,June,25,49,5.5,7.5,1000,2500
Cashewnut,Karnataka,CHIKMAGALUR,WholeYear,June,25,49,5.5,7.5,1000,2500
Cashewnut,Karnataka,CHITRADURGA,WholeYear,June,25,49,5.5,7.5,1000,2500
Cashewnut,Karnataka,DAKSHIN KANNAD,WholeYear,June,25,49,5.5,7.5,1000,2500
Cashewnut,Karnataka,DAVANGERE,WholeYear,June,25,49,5.5,7.5,1000,2500
Cashewnut,Karnataka,DHARWAD,WholeYear,June,25,49,5.5,7.5,1000,2500
Cashewnut,Karnataka,GADAG,WholeYear,June,25,49,5.5,7.5,1000,2500
Cashewnut,Karnataka,GULBARGA,WholeYear,June,25,49,5.5,7.5,1000,2500
Cashewnut,Karnataka,HASSAN,WholeYear,June,25,49,5.5,7.5,1000,2500
Cashewnut,Karnataka,HAVERI,WholeYear,June,25,49,5.5,7.5,1000,2500
Cashewnut,Karnataka,KODAGU,WholeYear,June,25,49,5.5,7.5,1000,2500
Cashewnut,Karnataka,KOLAR,WholeYear,June,25,49,5.5,7.5,1000,2500
Cashewnut,Karnataka,KOPPAL,WholeYear,June,25,49,5.5,7.5,1000,2500
Cashewnut,Karnataka,MANDYA,WholeYear,June,25,49,5.5,7.5,1000,2500
Cashewnut,Karnataka,MYSORE,WholeYear,June,25,49,5.5,7.5,1000,2500
Cashewnut,Karnataka,RAMANAGARA,WholeYear,June,25,49,5.5,7.5,1000,2500
Cashewnut,Karnataka,SHIMOGA,WholeYear,June,25,49,5.5,7.5,1000,2500
Cashewnut,Karnataka,TUMKUR,WholeYear,June,25,49,5.5,7.5,1000,2500
Cashewnut,Karnataka,UDUPI,WholeYear,June,25,49,5.5,7.5,1000,2500
Cashewnut,Karnataka,UTTAR KANNAD,WholeYear,June,25,49,5.5,7.5,1000,2500
Cashewnut,Karnataka,YADGIR,WholeYear,June,25,49,5.5,7.5,1000,2500
Cashewnut,Kerala,ALAPPUZHA,WholeYear,June,25,49,5.5,7.5,1000,2500
Cashewnut,Kerala,ERNAKULAM,WholeYear,June,25,49,5.5,7.5,1000,2500
Cashewnut,Kerala,IDUKKI,WholeYear,June,25,49,5.5,7.5,1000,2500
Cashewnut,Kerala,KANNUR,WholeYear,June,25,49,5.5,7.5,1000,2500
Cashewnut,Kerala,KASARAGOD,WholeYear,June,25,49,5.5,7.5,1000,2500
Cashewnut,Kerala,KOLLAM,WholeYear,June,25,49,5.5,7.5,1000,2500
Cashewnut,Kerala,KOTTAYAM,WholeYear,June,25,49,5.5,7.5,1000,2500
Cashewnut,Kerala,KOZHIKODE,WholeYear,June,25,49,5.5,7.5,1000,2500
Cashewnut,Kerala,MALAPPURAM,WholeYear,June,25,49,5.5,7.5,1000,2500
Cashewnut,Kerala,PALAKKAD,WholeYear,June,25,49,5.5,7.5,1000,2500
Cashewnut,Kerala,PATHANAMTHITTA,WholeYear,June,25,49,5.5,7.5,1000,2500
Cashewnut,Kerala,THIRUVANANTHAPURAM,WholeYear,June,25,49,5.5,7.5,1000,2500
Cashewnut,Kerala,THRISSUR,WholeYear,June,25,49,5.5,7.5,1000,2500
Cashewnut,Kerala,WAYANAD,WholeYear,June,25,49,5.5,7.5,1000,2500
Coconut,Andaman and Nicobar Islands,NICOBARS,WholeYear,June,19,30,5.5,7.5,1000,3000
Coconut,Andaman and Nicobar Islands,NORTH AND MIDDLE ANDAMAN,WholeYear,June,19,30,5.5,7.5,1000,3000
Coconut,Andaman and Nicobar Islands,SOUTH ANDAMANS,WholeYear,June,19,30,5.5,7.5,1000,3000
Coconut,Andhra Pradesh,ANANTAPUR,WholeYear,June,19,30,5.5,7.5,1000,3000
Coconut,Andhra Pradesh,EAST GODAVARI,WholeYear,June,19,30,5.5,7.5,1000,3000
Coconut,Andhra Pradesh,WEST GODAVARI,WholeYear,June,19,30,5.5,7.5,1000,3000
Coconut,Andhra Pradesh,CHITTOOR,WholeYear,June,19,30,5.5,7.5,1000,3000
Coconut,Andhra Pradesh,GUNTUR,WholeYear,June,19,30,5.5,7.5,1000,3000
