,MappedState,MappedDistrict,Month,Year,MaxTemp(C),MinTemp(C),Rainfall(mm)
11617,Kerala,KANNUR,Aug,2017,29,25,184.86
11618,Kerala,KANNUR,Sep,2017,30,25,95.61
11619,Kerala,KANNUR,Oct,2017,30,25,35.73
11620,Kerala,KANNUR,Nov,2017,32,25,14.99
11621,Kerala,KANNUR,Dec,2017,31,24,13.56
11622,Kerala,KANNUR,Jan,2018,31,23,0.95
11623,Kerala,KANNUR,Feb,2018,33,24,0.48
11624,Kerala,KANNUR,Mar,2018,33,26,11.85
11625,Kerala,KANNUR,Apr,2018,34,27,10.68
11626,Kerala,KANNUR,May,2018,33,27,135.56
11627,Kerala,KANNUR,Jun,2018,29,26,415.93
11628,Kerala,KANNUR,Jul,2018,28,25,423.63
11629,Kerala,KANNUR,Aug,2018,28,25,276.22
11630,Kerala,KANNUR,Sep,2018,30,25,7.38
11631,Kerala,KANNUR,Oct,2018,32,26,300.22
11632,Kerala,KANNUR,Nov,2018,33,26,118.9
11633,Kerala,KANNUR,Dec,2018,32,26,50.8
11634,Kerala,KANNUR,Jan,2019,33,25,0.2
11635,Kerala,KANNUR,Feb,2019,33,26,0.9
11636,Kerala,KANNUR,Mar,2019,33,26,6.3
11637,Kerala,KANNUR,Apr,2019,34,28,65.2
11638,Kerala,KANNUR,May,2019,33,28,46.4
11639,Kerala,KANNUR,Jun,2019,30,26,770.6
11640,Kerala,KANNUR,Jul,2019,28,25,1369.4
11641,Kerala,KANNUR,Aug,2019,28,24,1482.9
11642,Kerala,KANNUR,Sep,2019,28,24,669.5
11643,Kerala,KANNUR,Oct,2019,30,25,705.2
11644,Kerala,KANNUR,Nov,2019,31,25,194.6
11645,Kerala,KANNUR,Dec,2019,32,24,210.4
11646,Kerala,KANNUR,Jan,2020,32,24,13.9
11647,Kerala,KANNUR,Feb,2020,32,24,30.2
11648,Kerala,KANNUR,Mar,2020,32,25,20.6
11649,Kerala,KANNUR,Apr,2020,34,27,43.2
11650,Kerala,KANNUR,May,2020,33,27,181.6
11651,Kerala,KANNUR,Jun,2020,29,26,821.1
11652,Kerala,KANNUR,Jul,2020,29,25,961.5
11653,Kerala,KANNUR,Aug,2020,28,25,984.5
11654,Kerala,KANNUR,Sep,2020,28,25,937.2
11655,Kerala,KASARAGOD,Jan,2017,35,22,9.86
11656,Kerala,KASARAGOD,Feb,2017,35,23,0.8
11657,Kerala,KASARAGOD,Mar,2017,34,23,2.54
11658,Kerala,KASARAGOD,Apr,2017,34,26,9.52
11659,Kerala,KASARAGOD,May,2017,33,27,76.89
11660,Kerala,KASARAGOD,Jun,2017,29,24,510.53
11661,Kerala,KASARAGOD,Jul,2017,29,24,374.39
11662,Kerala,KASARAGOD,Aug,2017,29,25,349.49
11663,Kerala,KASARAGOD,Sep,2017,30,24,189.31
11664,Kerala,KASARAGOD,Oct,2017,31,24,93.09
11665,Kerala,KASARAGOD,Nov,2017,34,24,9.09
11666,Kerala,KASARAGOD,Dec,2017,33,23,12
11667,Kerala,KASARAGOD,Jan,2018,34,22,0.37
11668,Kerala,KASARAGOD,Feb,2018,35,22,0.3
11669,Kerala,KASARAGOD,Mar,2018,35,24,6.81
11670,Kerala,KASARAGOD,Apr,2018,34,26,22.59
11671,Kerala,KASARAGOD,May,2018,33,26,183.54
11672,Kerala,KASARAGOD,Jun,2018,29,25,597.43
11673,Kerala,KASARAGOD,Jul,2018,29,25,622.14
11674,Kerala,KASARAGOD,Aug,2018,28,24,502.69
11675,Kerala,KASARAGOD,Sep,2018,31,24,16.25
11676,Kerala,KASARAGOD,Oct,2018,33,25,427.65
11677,Kerala,KASARAGOD,Nov,2018,34,24,93.6
11678,Kerala,KASARAGOD,Dec,2018,33,24,27.9
11679,Kerala,KASARAGOD,Jan,2019,34,22,0.2
11680,Kerala,KASARAGOD,Feb,2019,35,23,0.2
11681,Kerala,KASARAGOD,Mar,2019,34,24,1.7
11682,Kerala,KASARAGOD,Apr,2019,35,27,36.3
11683,Kerala,KASARAGOD,May,2019,33,27,93.3
11684,Kerala,KASARAGOD,Jun,2019,30,26,802.5
11685,Kerala,KASARAGOD,Jul,2019,28,24,1459.3
11686,Kerala,KASARAGOD,Aug,2019,28,25,1480.6
11687,Kerala,KASARAGOD,Sep,2019,28,23,626.9
11688,Kerala,KASARAGOD,Oct,2019,30,24,603.6
11689,Kerala,KASARAGOD,Nov,2019,32,24,126.7
11690,Kerala,KASARAGOD,Dec,2019,32,23,124
11691,Kerala,KASARAGOD,Jan,2020,31,22,5.4
11692,Kerala,KASARAGOD,Feb,2020,32,22,26.8
11693,Kerala,KASARAGOD,Mar,2020,32,24,17.8
11694,Kerala,KASARAGOD,Apr,2020,33,25,24.3
11695,Kerala,KASARAGOD,May,2020,32,27,181
11696,Kerala,KASARAGOD,Jun,2020,29,25,807.8
11697,Kerala,KASARAGOD,Jul,2020,29,25,1199.2
11698,Kerala,KASARAGOD,Aug,2020,28,25,1240.7
11699,Kerala,KASARAGOD,Sep,2020,28,24,970.9
11700,Kerala,KOLLAM,Jan,2017,29,24,7.85
11701,Kerala,KOLLAM,Feb,2017,30,23,4.68
11702,Kerala,KOLLAM,Mar,2017,31,26,106.67
11703,Kerala,KOLLAM,Apr,2017,31,28,56.44
11704,Kerala,KOLLAM,May,2017,31,28,168.55
11705,Kerala,KOLLAM,Jun,2017,29,26,375.42
11706,Kerala,KOLLAM,Jul,2017,29,26,127.18
11707,Kerala,KOLLAM,Aug,2017,29,26,166.87
11708,Kerala,KOLLAM,Sep,2017,29,26,204.21
11709,Kerala,KOLLAM,Oct,2017,29,26,163.27
11710,Kerala,KOLLAM,Nov,2017,30,25,49.37
11711,Kerala,KOLLAM,Dec,2017,30,24,21.04
11712,Kerala,KOLLAM,Jan,2018,30,24,9.56
11713,Kerala,KOLLAM,Feb,2018,31,24,13.5
11714,Kerala,KOLLAM,Mar,2018,32,26,69.4
11715,Kerala,KOLLAM,Apr,2018,32,27,122.94
11716,Kerala,KOLLAM,May,2018,31,27,294.58
11717,Kerala,KOLLAM,Jun,2018,29,26,369.06
11718,Kerala,KOLLAM,Jul,2018,28,26,279.23
11719,Kerala,KOLLAM,Aug,2018,28,25,218.39
11720,Kerala,KOLLAM,Sep,2018,30,25,64.44
11721,Kerala,KOLLAM,Oct,2018,31,26,512.32
11722,Kerala,KOLLAM,Nov,2018,31,26,243.4
11723,Kerala,KOLLAM,Dec,2018,32,25,58.1
11724,Kerala,KOLLAM,Jan,2019,33,25,12.5
11725,Kerala,KOLLAM,Feb,2019,33,26,18.6
11726,Kerala,KOLLAM,Mar,2019,34,26,100.1
11727,Kerala,KOLLAM,Apr,2019,33,27,344.1
11728,Kerala,KOLLAM,May,2019,32,28,234.9
11729,Kerala,KOLLAM,Jun,2019,30,27,841.7
11730,Kerala,KOLLAM,Jul,2019,28,25,491.5
11731,Kerala,KOLLAM,Aug,2019,27,25,707.8
11732,Kerala,KOLLAM,Sep,2019,27,25,442.4
11733,Kerala,KOLLAM,Oct,2019,29,25,358.3
11734,Kerala,KOLLAM,Nov,2019,30,26,281.1
11735,Kerala,KOLLAM,Dec,2019,30,24,120.4
11736,Kerala,KOLLAM,Jan,2020,31,25,13.5
11737,Kerala,KOLLAM,Feb,2020,32,25,15.7
11738,Kerala,KOLLAM,Mar,2020,32,26,94.8
11739,Kerala,KOLLAM,Apr,2020,32,27,178.2
11740,Kerala,KOLLAM,May,2020,31,26,468.6
11741,Kerala,KOLLAM,Jun,2020,29,26,727.3
11742,Kerala,KOLLAM,Jul,2020,28,26,290.8
11743,Kerala,KOLLAM,Aug,2020,28,26,469.3
11744,Kerala,KOLLAM,Sep,2020,28,26,537.6
11745,Kerala,KOTTAYAM,Jan,2017,31,22,4.62
11746,Kerala,KOTTAYAM,Feb,2017,33,21,1.16
11747,Kerala,KOTTAYAM,Mar,2017,33,24,26.64
11748,Kerala,KOTTAYAM,Apr,2017,34,26,13.7
11749,Kerala,KOTTAYAM,May,2017,32,26,46.72
11750,Kerala,KOTTAYAM,Jun,2017,30,24,62.77
11751,Kerala,KOTTAYAM,Jul,2017,30,24,37.27
11752,Kerala,KOTTAYAM,Aug,2017,29,24,55.65
11753,Kerala,KOTTAYAM,Sep,2017,30,24,66.74
11754,Kerala,KOTTAYAM,Oct,2017,31,24,50.81
11755,Kerala,KOTTAYAM,Nov,2017,31,23,33.32
11756,Kerala,KOTTAYAM,Dec,2017,32,22,8.16
11757,Kerala,KOTTAYAM,Jan,2018,33,22,2.48
11758,Kerala,KOTTAYAM,Feb,2018,35,22,2.47
11759,Kerala,KOTTAYAM,Mar,2018,35,24,22.74
11760,Kerala,KOTTAYAM,Apr,2018,34,25,28.12
11761,Kerala,KOTTAYAM,May,2018,32,25,66.05
11762,Kerala,KOTTAYAM,Jun,2018,29,24,81.98
11763,Kerala,KOTTAYAM,Jul,2018,28,24,97.08
11764,Kerala,KOTTAYAM,Aug,2018,28,23,59.8
11765,Kerala,KOTTAYAM,Sep,2018,31,23,25.03
11766,Kerala,KOTTAYAM,Oct,2018,32,25,316.38
11767,Kerala,KOTTAYAM,Nov,2018,32,24,288.7
11768,Kerala,KOTTAYAM,Dec,2018,33,24,94.3
11769,Kerala,KOTTAYAM,Jan,2019,34,23,7.3
11770,Kerala,KOTTAYAM,Feb,2019,36,24,22.8
11771,Kerala,KOTTAYAM,Mar,2019,36,25,75.3
11772,Kerala,KOTTAYAM,Apr,2019,35,26,177.7
11773,Kerala,KOTTAYAM,May,2019,33,27,152.1
11774,Kerala,KOTTAYAM,Jun,2019,31,25,385.6
11775,Kerala,KOTTAYAM,Jul,2019,30,24,361.9
11776,Kerala,KOTTAYAM,Aug,2019,28,23,503.6
11777,Kerala,KOTTAYAM,Sep,2019,29,23,279.1
11778,Kerala,KOTTAYAM,Oct,2019,31,24,323.3
11779,Kerala,KOTTAYAM,Nov,2019,33,24,192
11780,Kerala,KOTTAYAM,Dec,2019,33,23,77.4
11781,Kerala,KOTTAYAM,Jan,2020,35,23,9.6
11782,Kerala,KOTTAYAM,Feb,2020,38,23,9.7
11783,Kerala,KOTTAYAM,Mar,2020,37,24,53.2
11784,Kerala,KOTTAYAM,Apr,2020,36,26,105.6
11785,Kerala,KOTTAYAM,May,2020,33,26,236
11786,Kerala,KOTTAYAM,Jun,2020,30,24,350.3
11787,Kerala,KOTTAYAM,Jul,2020,30,24,276.2
11788,Kerala,KOTTAYAM,Aug,2020,30,24,281.6
11789,Kerala,KOTTAYAM,Sep,2020,30,24,355.2
11790,Kerala,KOZHIKODE,Jan,2017,30,22,25.39
11791,Kerala,KOZHIKODE,Feb,2017,31,22,4.93
11792,Kerala,KOZHIKODE,Mar,2017,31,24,58.11
11793,Kerala,KOZHIKODE,Apr,2017,31,26,87.91
11794,Kerala,KOZHIKODE,May,2017,31,26,155.47
11795,Kerala,KOZHIKODE,Jun,2017,28,24,106.08
11796,Kerala,KOZHIKODE,Jul,2017,28,24,38.5
11797,Kerala,KOZHIKODE,Aug,2017,28,24,66.45
11798,Kerala,KOZHIKODE,Sep,2017,28,24,174.28
11799,Kerala,KOZHIKODE,Oct,2017,29,24,159.82
11800,Kerala,KOZHIKODE,Nov,2017,30,24,102.35
11801,Kerala,KOZHIKODE,Dec,2017,30,23,25.78
11802,Kerala,KOZHIKODE,Jan,2018,30,22,3.79
11803,Kerala,KOZHIKODE,Feb,2018,32,23,6.72
11804,Kerala,KOZHIKODE,Mar,2018,32,25,67.13
11805,Kerala,KOZHIKODE,Apr,2018,32,26,133.29
11806,Kerala,KOZHIKODE,May,2018,31,26,218.85
11807,Kerala,KOZHIKODE,Jun,2018,28,24,123.09
11808,Kerala,KOZHIKODE,Jul,2018,27,24,54.44
11809,Kerala,KOZHIKODE,Aug,2018,27,24,66.71
11810,Kerala,KOZHIKODE,Sep,2018,29,24,95.78
11811,Kerala,KOZHIKODE,Oct,2018,31,26,237.64
11812,Kerala,KOZHIKODE,Nov,2018,31,25,136.5
11813,Kerala,KOZHIKODE,Dec,2018,31,25,81.7
11814,Kerala,KOZHIKODE,Jan,2019,31,24,1.8
11815,Kerala,KOZHIKODE,Feb,2019,32,25,1.5
11816,Kerala,KOZHIKODE,Mar,2019,32,26,0.8
11817,Kerala,KOZHIKODE,Apr,2019,33,28,32.1
11818,Kerala,KOZHIKODE,May,2019,32,28,66
11819,Kerala,KOZHIKODE,Jun,2019,30,26,290.6
11820,Kerala,KOZHIKODE,Jul,2019,28,25,592.9
11821,Kerala,KOZHIKODE,Aug,2019,27,24,512.5
11822,Kerala,KOZHIKODE,Sep,2019,28,24,217.5
11823,Kerala,KOZHIKODE,Oct,2019,29,24,320.4
11824,Kerala,KOZHIKODE,Nov,2019,30,24,172.3
11825,Kerala,KOZHIKODE,Dec,2019,31,24,122.7
11826,Kerala,KOZHIKODE,Jan,2020,31,24,11.2
11827,Kerala,KOZHIKODE,Feb,2020,31,23,8.6
11828,Kerala,KOZHIKODE,Mar,2020,32,25,38
11829,Kerala,KOZHIKODE,Apr,2020,32,27,109.3
11830,Kerala,KOZHIKODE,May,2020,32,27,148.4
11831,Kerala,KOZHIKODE,Jun,2020,29,25,431.6
11832,Kerala,KOZHIKODE,Jul,2020,28,25,276.4
11833,Kerala,KOZHIKODE,Aug,2020,28,24,342.5
11834,Kerala,KOZHIKODE,Sep,2020,28,24,354.2
11835,Kerala,MALAPPURAM,Jan,2017,33,19,20.64
11836,Kerala,MALAPPURAM,Feb,2017,34,19,2.43
11837,Kerala,MALAPPURAM,Mar,2017,34,21,72.96
11838,Kerala,MALAPPURAM,Apr,2017,33,24,120.29
11839,Kerala,MALAPPURAM,May,2017,32,24,200.46
11840,Kerala,MALAPPURAM,Jun,2017,28,22,174.32
11841,Kerala,MALAPPURAM,Jul,2017,29,22,61.55
11842,Kerala,MALAPPURAM,Aug,2017,28,22,185
11843,Kerala,MALAPPURAM,Sep,2017,29,22,247.56
11844,Kerala,MALAPPURAM,Oct,2017,30,22,208.71
11845,Kerala,MALAPPURAM,Nov,2017,31,22,106.19
11846,Kerala,MALAPPURAM,Dec,2017,31,20,32.53
11847,Kerala,MALAPPURAM,Jan,2018,33,20,1.67
11848,Kerala,MALAPPURAM,Feb,2018,35,21,4.84
11849,Kerala,MALAPPURAM,Mar,2018,35,23,69.15
11850,Kerala,MALAPPURAM,Apr,2018,34,24,162.98
11851,Kerala,MALAPPURAM,May,2018,32,24,364.4
11852,Kerala,MALAPPURAM,Jun,2018,28,22,425.97
11853,Kerala,MALAPPURAM,Jul,2018,27,22,282.98
11854,Kerala,MALAPPURAM,Aug,2018,27,22,249.66
11855,Kerala,MALAPPURAM,Sep,2018,31,22,104.33
11856,Kerala,MALAPPURAM,Oct,2018,34,24,328.74
11857,Kerala,MALAPPURAM,Nov,2018,35,24,129.3
11858,Kerala,MALAPPURAM,Dec,2018,35,24,53.8
11859,Kerala,MALAPPURAM,Jan,2019,37,23,0.2
11860,Kerala,MALAPPURAM,Feb,2019,39,24,1.6
11861,Kerala,MALAPPURAM,Mar,2019,38,25,15.5
11862,Kerala,MALAPPURAM,Apr,2019,37,26,137.6
11863,Kerala,MALAPPURAM,May,2019,36,26,137.5
11864,Kerala,MALAPPURAM,Jun,2019,31,25,439.5
11865,Kerala,MALAPPURAM,Jul,2019,29,23,839.8
11866,Kerala,MALAPPURAM,Aug,2019,28,23,929.8
11867,Kerala,MALAPPURAM,Sep,2019,29,22,271.8
11868,Kerala,MALAPPURAM,Oct,2019,32,23,656.7
11869,Kerala,MALAPPURAM,Nov,2019,33,22,315.4
11870,Kerala,MALAPPURAM,Dec,2019,34,22,119
11871,Kerala,MALAPPURAM,Jan,2020,36,22,7.7
11872,Kerala,MALAPPURAM,Feb,2020,38,22,3.5
11873,Kerala,MALAPPURAM,Mar,2020,38,24,50.3
11874,Kerala,MALAPPURAM,Apr,2020,37,25,115.8
11875,Kerala,MALAPPURAM,May,2020,35,25,306
11876,Kerala,MALAPPURAM,Jun,2020,30,24,627.2
11877,Kerala,MALAPPURAM,Jul,2020,30,24,471
11878,Kerala,MALAPPURAM,Aug,2020,29,23,646.8
11879,Kerala,MALAPPURAM,Sep,2020,30,23,664.5
11880,Kerala,PALAKKAD,Jan,2017,31,18,19.88
11881,Kerala,PALAKKAD,Feb,2017,33,18,0.8
11882,Kerala,PALAKKAD,Mar,2017,33,21,126.7
11883,Kerala,PALAKKAD,Apr,2017,34,23,124.92
11884,Kerala,PALAKKAD,May,2017,32,23,181.03
11885,Kerala,PALAKKAD,Jun,2017,29,22,118.88
11886,Kerala,PALAKKAD,Jul,2017,30,22,82.03
11887,Kerala,PALAKKAD,Aug,2017,29,22,142.12
11888,Kerala,PALAKKAD,Sep,2017,29,22,205.35
11889,Kerala,PALAKKAD,Oct,2017,29,22,129.57
11890,Kerala,PALAKKAD,Nov,2017,29,21,93.67
11891,Kerala,PALAKKAD,Dec,2017,29,20,35.08
11892,Kerala,PALAKKAD,Jan,2018,31,19,0.81
11893,Kerala,PALAKKAD,Feb,2018,33,20,9.52
11894,Kerala,PALAKKAD,Mar,2018,34,22,61.2
11895,Kerala,PALAKKAD,Apr,2018,35,23,144.5
11896,Kerala,PALAKKAD,May,2018,32,24,299.48
11897,Kerala,PALAKKAD,Jun,2018,28,22,153.18
11898,Kerala,PALAKKAD,Jul,2018,27,22,160.21
11899,Kerala,PALAKKAD,Aug,2018,27,21,215.06
11900,Kerala,PALAKKAD,Sep,2018,31,22,133.83
11901,Kerala,PALAKKAD,Oct,2018,33,23,130.39
11902,Kerala,PALAKKAD,Nov,2018,32,23,40.8
11903,Kerala,PALAKKAD,Dec,2018,32,22,14.3
11904,Kerala,PALAKKAD,Jan,2019,32,20,2
11905,Kerala,PALAKKAD,Feb,2019,36,22,3.1
11906,Kerala,PALAKKAD,Mar,2019,39,24,1.3
11907,Kerala,PALAKKAD,Apr,2019,40,26,81.4
11908,Kerala,PALAKKAD,May,2019,36,26,61.4
11909,Kerala,PALAKKAD,Jun,2019,32,23,123.1
11910,Kerala,PALAKKAD,Jul,2019,29,22,475.2
11911,Kerala,PALAKKAD,Aug,2019,28,21,632.9
11912,Kerala,PALAKKAD,Sep,2019,29,21,247.4
11913,Kerala,PALAKKAD,Oct,2019,31,22,597.4
11914,Kerala,PALAKKAD,Nov,2019,30,22,285
11915,Kerala,PALAKKAD,Dec,2019,30,21,39.3
11916,Kerala,PALAKKAD,Jan,2020,33,20,3.4
11917,Kerala,PALAKKAD,Feb,2020,36,21,2.4
11918,Kerala,PALAKKAD,Mar,2020,38,23,62.5
11919,Kerala,PALAKKAD,Apr,2020,38,25,154.7
11920,Kerala,PALAKKAD,May,2020,35,25,145.4
11921,Kerala,PALAKKAD,Jun,2020,31,23,341.8
11922,Kerala,PALAKKAD,Jul,2020,30,22,295.2
11923,Kerala,PALAKKAD,Aug,2020,29,22,535
11924,Kerala,PALAKKAD,Sep,2020,29,22,410.8
11925,Kerala,PATHANAMTHITTA,Jan,2017,30,21,14.31
11926,Kerala,PATHANAMTHITTA,Feb,2017,32,20,3.49
11927,Kerala,PATHANAMTHITTA,Mar,2017,32,23,126.64
11928,Kerala,PATHANAMTHITTA,Apr,2017,32,24,76.44
11929,Kerala,PATHANAMTHITTA,May,2017,31,25,150.74
11930,Kerala,PATHANAMTHITTA,Jun,2017,29,24,178.97
11931,Kerala,PATHANAMTHITTA,Jul,2017,30,23,68.05
11932,Kerala,PATHANAMTHITTA,Aug,2017,29,23,116.4
11933,Kerala,PATHANAMTHITTA,Sep,2017,29,23,173.37
11934,Kerala,PATHANAMTHITTA,Oct,2017,30,23,165.4
11935,Kerala,PATHANAMTHITTA,Nov,2017,31,23,113.01
11936,Kerala,PATHANAMTHITTA,Dec,2017,31,22,37.32
11937,Kerala,PATHANAMTHITTA,Jan,2018,32,21,10.07
11938,Kerala,PATHANAMTHITTA,Feb,2018,34,22,13.51
11939,Kerala,PATHANAMTHITTA,Mar,2018,34,23,76.62
11940,Kerala,PATHANAMTHITTA,Apr,2018,34,24,120.42
11941,Kerala,PATHANAMTHITTA,May,2018,31,24,289
11942,Kerala,PATHANAMTHITTA,Jun,2018,28,23,239.39
11943,Kerala,PATHANAMTHITTA,Jul,2018,28,23,215.8
11944,Kerala,PATHANAMTHITTA,Aug,2018,28,23,132.66
11945,Kerala,PATHANAMTHITTA,Sep,2018,31,23,62.08
11946,Kerala,PATHANAMTHITTA,Oct,2018,33,23,590.17
11947,Kerala,PATHANAMTHITTA,Nov,2018,33,23,344.8
11948,Kerala,PATHANAMTHITTA,Dec,2018,34,22,93.5
11949,Kerala,PATHANAMTHITTA,Jan,2019,37,21,4.4
11950,Kerala,PATHANAMTHITTA,Feb,2019,38,23,33.3
11951,Kerala,PATHANAMTHITTA,Mar,2019,39,24,115.9
11952,Kerala,PATHANAMTHITTA,Apr,2019,36,25,325.7
11953,Kerala,PATHANAMTHITTA,May,2019,34,25,227.7
11954,Kerala,PATHANAMTHITTA,Jun,2019,31,24,426
11955,Kerala,PATHANAMTHITTA,Jul,2019,29,23,665.5
11956,Kerala,PATHANAMTHITTA,Aug,2019,27,22,865.9
11957,Kerala,PATHANAMTHITTA,Sep,2019,29,22,434.2
11958,Kerala,PATHANAMTHITTA,Oct,2019,31,23,507.2
11959,Kerala,PATHANAMTHITTA,Nov,2019,33,22,349.2
11960,Kerala,PATHANAMTHITTA,Dec,2019,33,22,195.5
11961,Kerala,PATHANAMTHITTA,Jan,2020,36,21,9.2
11962,Kerala,PATHANAMTHITTA,Feb,2020,38,21,18.7
11963,Kerala,PATHANAMTHITTA,Mar,2020,38,23,106.6
11964,Kerala,PATHANAMTHITTA,Apr,2020,37,25,264.7
11965,Kerala,PATHANAMTHITTA,May,2020,33,25,451.7
11966,Kerala,PATHANAMTHITTA,Jun,2020,30,24,649.8
11967,Kerala,PATHANAMTHITTA,Jul,2020,30,24,460.1
11968,Kerala,PATHANAMTHITTA,Aug,2020,30,23,575.3
11969,Kerala,PATHANAMTHITTA,Sep,2020,30,23,556.6
11970,Kerala,THIRUVANANTHAPURAM,Jan,2017,32,22,3.15
11971,Kerala,THIRUVANANTHAPURAM,Feb,2017,33,21,0.11
11972,Kerala,THIRUVANANTHAPURAM,Mar,2017,33,24,14.83
11973,Kerala,THIRUVANANTHAPURAM,Apr,2017,34,26,13.42
11974,Kerala,THIRUVANANTHAPURAM,May,2017,33,27,17.35
11975,Kerala,THIRUVANANTHAPURAM,Jun,2017,31,26,32.96
11976,Kerala,THIRUVANANTHAPURAM,Jul,2017,31,25,3.9
11977,Kerala,THIRUVANANTHAPURAM,Aug,2017,31,25,13.68
11978,Kerala,THIRUVANANTHAPURAM,Sep,2017,31,25,56.56
11979,Kerala,THIRUVANANTHAPURAM,Oct,2017,31,25,70.02
11980,Kerala,THIRUVANANTHAPURAM,Nov,2017,32,25,86.16
11981,Kerala,THIRUVANANTHAPURAM,Dec,2017,33,24,32.26
11982,Kerala,THIRUVANANTHAPURAM,Jan,2018,34,23,7.45
11983,Kerala,THIRUVANANTHAPURAM,Feb,2018,36,24,3.45
11984,Kerala,THIRUVANANTHAPURAM,Mar,2018,35,25,28.28
11985,Kerala,THIRUVANANTHAPURAM,Apr,2018,34,26,48.3
11986,Kerala,THIRUVANANTHAPURAM,May,2018,33,27,43.65
11987,Kerala,THIRUVANANTHAPURAM,Jun,2018,30,25,91.61
11988,Kerala,THIRUVANANTHAPURAM,Jul,2018,30,25,25.94
11989,Kerala,THIRUVANANTHAPURAM,Aug,2018,29,24,41.82
11990,Kerala,THIRUVANANTHAPURAM,Sep,2018,32,25,15.53
11991,Kerala,THIRUVANANTHAPURAM,Oct,2018,32,26,215.6
11992,Kerala,THIRUVANANTHAPURAM,Nov,2018,33,25,181.9
11993,Kerala,THIRUVANANTHAPURAM,Dec,2018,34,26,36.8
11994,Kerala,THIRUVANANTHAPURAM,Jan,2019,36,24,6.7
11995,Kerala,THIRUVANANTHAPURAM,Feb,2019,36,26,15
11996,Kerala,THIRUVANANTHAPURAM,Mar,2019,35,26,42.5
11997,Kerala,THIRUVANANTHAPURAM,Apr,2019,34,27,185.4
11998,Kerala,THIRUVANANTHAPURAM,May,2019,33,27,62.2
11999,Kerala,THIRUVANANTHAPURAM,Jun,2019,31,26,399.5
12000,Kerala,THIRUVANANTHAPURAM,Jul,2019,29,25,302.7
12001,Kerala,THIRUVANANTHAPURAM,Aug,2019,28,24,520.3
12002,Kerala,THIRUVANANTHAPURAM,Sep,2019,28,24,362.6
12003,Kerala,THIRUVANANTHAPURAM,Oct,2019,30,24,468.8
12004,Kerala,THIRUVANANTHAPURAM,Nov,2019,32,25,353.8
12005,Kerala,THIRUVANANTHAPURAM,Dec,2019,32,24,218.3
12006,Kerala,THIRUVANANTHAPURAM,Jan,2020,33,24,8.5
12007,Kerala,THIRUVANANTHAPURAM,Feb,2020,34,24,11.6
12008,Kerala,THIRUVANANTHAPURAM,Mar,2020,34,25,84.8
12009,Kerala,THIRUVANANTHAPURAM,Apr,2020,33,26,98.9
12010,Kerala,THIRUVANANTHAPURAM,May,2020,32,26,356.8
12011,Kerala,THIRUVANANTHAPURAM,Jun,2020,30,25,346.3
12012,Kerala,THIRUVANANTHAPURAM,Jul,2020,30,25,127.3
12013,Kerala,THIRUVANANTHAPURAM,Aug,2020,29,24,285.7
12014,Kerala,THIRUVANANTHAPURAM,Sep,2020,29,25,408.8
12015,Kerala,THRISSUR,Jan,2017,30,23,19.98
12016,Kerala,THRISSUR,Feb,2017,32,23,4.19
12017,Kerala,THRISSUR,Mar,2017,31,25,131.99
12018,Kerala,THRISSUR,Apr,2017,31,27,92.8
12019,Kerala,THRISSUR,May,2017,31,26,269.67
12020,Kerala,THRISSUR,Jun,2017,28,25,332.76
12021,Kerala,THRISSUR,Jul,2017,28,25,198.62
12022,Kerala,THRISSUR,Aug,2017,28,25,225.32
12023,Kerala,THRISSUR,Sep,2017,28,24,248.84
12024,Kerala,THRISSUR,Oct,2017,29,24,171.04
12025,Kerala,THRISSUR,Nov,2017,30,24,105.72
12026,Kerala,THRISSUR,Dec,2017,30,23,32.91
12027,Kerala,THRISSUR,Jan,2018,31,22,0.91
12028,Kerala,THRISSUR,Feb,2018,32,23,13.25
12029,Kerala,THRISSUR,Mar,2018,33,25,85.43
12030,Kerala,THRISSUR,Apr,2018,33,26,116.13
12031,Kerala,THRISSUR,May,2018,31,26,341.86
12032,Kerala,THRISSUR,Jun,2018,28,25,460.15
12033,Kerala,THRISSUR,Jul,2018,27,25,411.5
12034,Kerala,THRISSUR,Aug,2018,27,24,297.55
12035,Kerala,THRISSUR,Sep,2018,29,24,114.14
12036,Kerala,THRISSUR,Oct,2018,33,24,500.98
12037,Kerala,THRISSUR,Nov,2018,33,23,215.4
12038,Kerala,THRISSUR,Dec,2018,33,23,65.1
12039,Kerala,THRISSUR,Jan,2019,34,22,4.6
12040,Kerala,THRISSUR,Feb,2019,36,24,9.7
12041,Kerala,THRISSUR,Mar,2019,37,25,28.7
12042,Kerala,THRISSUR,Apr,2019,36,27,154
12043,Kerala,THRISSUR,May,2019,33,27,145.4
12044,Kerala,THRISSUR,Jun,2019,30,25,506
12045,Kerala,THRISSUR,Jul,2019,29,23,966.4
12046,Kerala,THRISSUR,Aug,2019,27,23,1119.3
12047,Kerala,THRISSUR,Sep,2019,29,23,423.2
12048,Kerala,THRISSUR,Oct,2019,30,24,512.8
12049,Kerala,THRISSUR,Nov,2019,32,24,211
12050,Kerala,THRISSUR,Dec,2019,32,24,80
12051,Kerala,THRISSUR,Jan,2020,34,23,1.1
12052,Kerala,THRISSUR,Feb,2020,36,22,10.8
12053,Kerala,THRISSUR,Mar,2020,36,25,100.6
12054,Kerala,THRISSUR,Apr,2020,36,26,140.2
