,MappedState,MappedDistrict,Month,Year,MaxTemp(C),MinTemp(C),Rainfall(mm)
356,Andhra Pradesh,GUNTUR,Jun,2020,36,29,184.9
357,Andhra Pradesh,GUNTUR,Jul,2020,33,27,306.6
358,Andhra Pradesh,GUNTUR,Aug,2020,31,25,463.4
359,Andhra Pradesh,GUNTUR,Sep,2020,31,25,429.9
360,Andhra Pradesh,KADAPA,Jan,2017,30,17,4.52
361,Andhra Pradesh,KADAPA,Feb,2017,33,17,0.09
362,Andhra Pradesh,KADAPA,Mar,2017,37,23,21.22
363,Andhra Pradesh,KADAPA,Apr,2017,41,27,0.84
364,Andhra Pradesh,KADAPA,May,2017,40,29,13.69
365,Andhra Pradesh,KADAPA,Jun,2017,36,27,25.79
366,Andhra Pradesh,KADAPA,Jul,2017,36,27,6.85
367,Andhra Pradesh,KADAPA,Aug,2017,34,27,11.47
368,Andhra Pradesh,KADAPA,Sep,2017,34,26,14.34
369,Andhra Pradesh,KADAPA,Oct,2017,32,24,26.73
370,Andhra Pradesh,KADAPA,Nov,2017,30,21,13.35
371,Andhra Pradesh,KADAPA,Dec,2017,30,18,0.8
372,Andhra Pradesh,KADAPA,Jan,2018,30,18,0.04
373,Andhra Pradesh,KADAPA,Feb,2018,33,19,0.41
374,Andhra Pradesh,KADAPA,Mar,2018,37,24,6.27
375,Andhra Pradesh,KADAPA,Apr,2018,40,27,4.28
376,Andhra Pradesh,KADAPA,May,2018,39,30,19.43
377,Andhra Pradesh,KADAPA,Jun,2018,36,29,21.88
378,Andhra Pradesh,KADAPA,Jul,2018,35,28,7.33
379,Andhra Pradesh,KADAPA,Aug,2018,33,26,11.17
380,Andhra Pradesh,KADAPA,Sep,2018,34,26,30.97
381,Andhra Pradesh,KADAPA,Oct,2018,34,24,50.4
382,Andhra Pradesh,KADAPA,Nov,2018,31,21,90.8
383,Andhra Pradesh,KADAPA,Dec,2018,30,20,26.3
384,Andhra Pradesh,KADAPA,Jan,2019,30,18,10.6
385,Andhra Pradesh,KADAPA,Feb,2019,35,21,8.5
386,Andhra Pradesh,KADAPA,Mar,2019,39,25,2.4
387,Andhra Pradesh,KADAPA,Apr,2019,41,29,27.6
388,Andhra Pradesh,KADAPA,May,2019,42,32,39.2
389,Andhra Pradesh,KADAPA,Jun,2019,38,29,142.1
390,Andhra Pradesh,KADAPA,Jul,2019,35,27,237.5
391,Andhra Pradesh,KADAPA,Aug,2019,33,26,160.6
392,Andhra Pradesh,KADAPA,Sep,2019,32,24,208
393,Andhra Pradesh,KADAPA,Oct,2019,31,23,448.3
394,Andhra Pradesh,KADAPA,Nov,2019,30,21,85.7
395,Andhra Pradesh,KADAPA,Dec,2019,28,19,83.4
396,Andhra Pradesh,KADAPA,Jan,2020,31,19,14.6
397,Andhra Pradesh,KADAPA,Feb,2020,33,19,0.1
398,Andhra Pradesh,KADAPA,Mar,2020,37,23,27.1
399,Andhra Pradesh,KADAPA,Apr,2020,41,25,17.4
400,Andhra Pradesh,KADAPA,May,2020,42,29,17.2
401,Andhra Pradesh,KADAPA,Jun,2020,35,27,187.5
402,Andhra Pradesh,KADAPA,Jul,2020,33,26,354.8
403,Andhra Pradesh,KADAPA,Aug,2020,33,26,147.9
404,Andhra Pradesh,KADAPA,Sep,2020,31,24,339.1
405,Andhra Pradesh,KRISHNA,Jan,2017,29,20,0.83
406,Andhra Pradesh,KRISHNA,Feb,2017,31,20,0.01
407,Andhra Pradesh,KRISHNA,Mar,2017,34,24,7.54
408,Andhra Pradesh,KRISHNA,Apr,2017,36,27,0.02
409,Andhra Pradesh,KRISHNA,May,2017,39,30,15.77
410,Andhra Pradesh,KRISHNA,Jun,2017,35,29,61.07
411,Andhra Pradesh,KRISHNA,Jul,2017,34,28,28.7
412,Andhra Pradesh,KRISHNA,Aug,2017,33,28,68.02
413,Andhra Pradesh,KRISHNA,Sep,2017,32,27,44.5
414,Andhra Pradesh,KRISHNA,Oct,2017,32,26,26.1
415,Andhra Pradesh,KRISHNA,Nov,2017,31,24,23.82
416,Andhra Pradesh,KRISHNA,Dec,2017,30,21,0.23
417,Andhra Pradesh,KRISHNA,Jan,2018,29,20,0.23
418,Andhra Pradesh,KRISHNA,Feb,2018,31,21,0
419,Andhra Pradesh,KRISHNA,Mar,2018,34,24,0.44
420,Andhra Pradesh,KRISHNA,Apr,2018,35,27,0.18
421,Andhra Pradesh,KRISHNA,May,2018,36,29,0.3
422,Andhra Pradesh,KRISHNA,Jun,2018,36,30,22.14
423,Andhra Pradesh,KRISHNA,Jul,2018,33,29,22.08
424,Andhra Pradesh,KRISHNA,Aug,2018,31,27,76.48
425,Andhra Pradesh,KRISHNA,Sep,2018,32,26,68.8
426,Andhra Pradesh,KRISHNA,Oct,2018,32,26,64.43
427,Andhra Pradesh,KRISHNA,Nov,2018,31,25,103.7
428,Andhra Pradesh,KRISHNA,Dec,2018,28,23,40.3
429,Andhra Pradesh,KRISHNA,Jan,2019,28,21,11.5
430,Andhra Pradesh,KRISHNA,Feb,2019,30,23,5.4
431,Andhra Pradesh,KRISHNA,Mar,2019,33,26,4.7
432,Andhra Pradesh,KRISHNA,Apr,2019,35,28,8.9
433,Andhra Pradesh,KRISHNA,May,2019,37,29,4.4
434,Andhra Pradesh,KRISHNA,Jun,2019,36,29,106.7
435,Andhra Pradesh,KRISHNA,Jul,2019,32,27,207.5
436,Andhra Pradesh,KRISHNA,Aug,2019,31,26,285
437,Andhra Pradesh,KRISHNA,Sep,2019,29,24,327.9
438,Andhra Pradesh,KRISHNA,Oct,2019,29,26,467.3
439,Andhra Pradesh,KRISHNA,Nov,2019,29,24,28.2
440,Andhra Pradesh,KRISHNA,Dec,2019,27,23,29.9
441,Andhra Pradesh,KRISHNA,Jan,2020,27,22,31.2
442,Andhra Pradesh,KRISHNA,Feb,2020,29,23,39.7
443,Andhra Pradesh,KRISHNA,Mar,2020,31,25,0.9
444,Andhra Pradesh,KRISHNA,Apr,2020,34,26,19.2
445,Andhra Pradesh,KRISHNA,May,2020,36,29,0.8
446,Andhra Pradesh,KRISHNA,Jun,2020,34,28,167.8
447,Andhra Pradesh,KRISHNA,Jul,2020,32,27,193.1
448,Andhra Pradesh,KRISHNA,Aug,2020,30,25,264.8
449,Andhra Pradesh,KRISHNA,Sep,2020,30,26,341.3
450,Andhra Pradesh,KURNOOL,Jan,2017,31,19,0.39
451,Andhra Pradesh,KURNOOL,Feb,2017,34,20,0
452,Andhra Pradesh,KURNOOL,Mar,2017,37,24,2.74
453,Andhra Pradesh,KURNOOL,Apr,2017,40,29,4.5
454,Andhra Pradesh,KURNOOL,May,2017,40,30,11.87
455,Andhra Pradesh,KURNOOL,Jun,2017,34,27,82.9
456,Andhra Pradesh,KURNOOL,Jul,2017,34,26,20.02
457,Andhra Pradesh,KURNOOL,Aug,2017,32,26,47.07
458,Andhra Pradesh,KURNOOL,Sep,2017,33,26,53.59
459,Andhra Pradesh,KURNOOL,Oct,2017,33,24,22.64
460,Andhra Pradesh,KURNOOL,Nov,2017,31,21,6.59
461,Andhra Pradesh,KURNOOL,Dec,2017,31,19,0
462,Andhra Pradesh,KURNOOL,Jan,2018,31,20,0
463,Andhra Pradesh,KURNOOL,Feb,2018,33,21,0.36
464,Andhra Pradesh,KURNOOL,Mar,2018,37,26,1.34
465,Andhra Pradesh,KURNOOL,Apr,2018,40,29,1.32
466,Andhra Pradesh,KURNOOL,May,2018,39,32,17.85
467,Andhra Pradesh,KURNOOL,Jun,2018,35,28,30.75
468,Andhra Pradesh,KURNOOL,Jul,2018,32,26,37.76
469,Andhra Pradesh,KURNOOL,Aug,2018,31,25,37.31
470,Andhra Pradesh,KURNOOL,Sep,2018,33,26,32.54
471,Andhra Pradesh,KURNOOL,Oct,2018,34,24,48.1
472,Andhra Pradesh,KURNOOL,Nov,2018,32,22,28.1
473,Andhra Pradesh,KURNOOL,Dec,2018,30,21,14.8
474,Andhra Pradesh,KURNOOL,Jan,2019,31,20,33.1
475,Andhra Pradesh,KURNOOL,Feb,2019,35,24,0.6
476,Andhra Pradesh,KURNOOL,Mar,2019,38,27,0.6
477,Andhra Pradesh,KURNOOL,Apr,2019,41,31,7.1
478,Andhra Pradesh,KURNOOL,May,2019,42,33,63.7
479,Andhra Pradesh,KURNOOL,Jun,2019,37,28,169.8
480,Andhra Pradesh,KURNOOL,Jul,2019,32,26,179.7
481,Andhra Pradesh,KURNOOL,Aug,2019,31,24,223
482,Andhra Pradesh,KURNOOL,Sep,2019,29,23,376.7
483,Andhra Pradesh,KURNOOL,Oct,2019,30,23,566
484,Andhra Pradesh,KURNOOL,Nov,2019,30,22,118.4
485,Andhra Pradesh,KURNOOL,Dec,2019,28,20,42.4
486,Andhra Pradesh,KURNOOL,Jan,2020,31,20,9.8
487,Andhra Pradesh,KURNOOL,Feb,2020,33,20,2
488,Andhra Pradesh,KURNOOL,Mar,2020,37,24,14.1
489,Andhra Pradesh,KURNOOL,Apr,2020,40,27,13.1
490,Andhra Pradesh,KURNOOL,May,2020,41,30,21.9
491,Andhra Pradesh,KURNOOL,Jun,2020,34,26,362.9
492,Andhra Pradesh,KURNOOL,Jul,2020,31,25,331.2
493,Andhra Pradesh,KURNOOL,Aug,2020,29,24,343.8
494,Andhra Pradesh,KURNOOL,Sep,2020,30,24,518.7
495,Andhra Pradesh,PRAKASAM,Jan,2017,30,20,1.67
496,Andhra Pradesh,PRAKASAM,Feb,2017,32,20,0.01
497,Andhra Pradesh,PRAKASAM,Mar,2017,36,24,2.85
498,Andhra Pradesh,PRAKASAM,Apr,2017,40,27,0.13
499,Andhra Pradesh,PRAKASAM,May,2017,41,30,3.82
500,Andhra Pradesh,PRAKASAM,Jun,2017,37,29,24.34
501,Andhra Pradesh,PRAKASAM,Jul,2017,37,29,10.36
502,Andhra Pradesh,PRAKASAM,Aug,2017,35,29,27.7
503,Andhra Pradesh,PRAKASAM,Sep,2017,35,29,27.44
504,Andhra Pradesh,PRAKASAM,Oct,2017,33,27,24.67
505,Andhra Pradesh,PRAKASAM,Nov,2017,31,24,24.94
506,Andhra Pradesh,PRAKASAM,Dec,2017,29,21,1.93
507,Andhra Pradesh,PRAKASAM,Jan,2018,29,20,0.67
508,Andhra Pradesh,PRAKASAM,Feb,2018,31,21,0.1
509,Andhra Pradesh,PRAKASAM,Mar,2018,35,24,7.96
510,Andhra Pradesh,PRAKASAM,Apr,2018,38,27,0.81
511,Andhra Pradesh,PRAKASAM,May,2018,39,29,4.11
512,Andhra Pradesh,PRAKASAM,Jun,2018,38,31,18.71
513,Andhra Pradesh,PRAKASAM,Jul,2018,36,29,8.62
514,Andhra Pradesh,PRAKASAM,Aug,2018,34,28,32.94
515,Andhra Pradesh,PRAKASAM,Sep,2018,35,28,17.79
516,Andhra Pradesh,PRAKASAM,Oct,2018,33,27,81.63
517,Andhra Pradesh,PRAKASAM,Nov,2018,31,24,158.5
518,Andhra Pradesh,PRAKASAM,Dec,2018,28,22,75.2
519,Andhra Pradesh,PRAKASAM,Jan,2019,29,21,13.9
520,Andhra Pradesh,PRAKASAM,Feb,2019,32,23,2.6
521,Andhra Pradesh,PRAKASAM,Mar,2019,36,25,2
522,Andhra Pradesh,PRAKASAM,Apr,2019,39,28,3.1
523,Andhra Pradesh,PRAKASAM,May,2019,42,31,6.1
524,Andhra Pradesh,PRAKASAM,Jun,2019,39,30,154.9
525,Andhra Pradesh,PRAKASAM,Jul,2019,35,28,147.4
526,Andhra Pradesh,PRAKASAM,Aug,2019,34,27,130.5
527,Andhra Pradesh,PRAKASAM,Sep,2019,31,26,161.8
528,Andhra Pradesh,PRAKASAM,Oct,2019,31,26,320.7
529,Andhra Pradesh,PRAKASAM,Nov,2019,30,24,87.8
530,Andhra Pradesh,PRAKASAM,Dec,2019,27,22,71.5
531,Andhra Pradesh,PRAKASAM,Jan,2020,29,22,21.5
532,Andhra Pradesh,PRAKASAM,Feb,2020,30,22,7.5
533,Andhra Pradesh,PRAKASAM,Mar,2020,34,24,8.1
534,Andhra Pradesh,PRAKASAM,Apr,2020,37,25,3.9
535,Andhra Pradesh,PRAKASAM,May,2020,40,28,2
536,Andhra Pradesh,PRAKASAM,Jun,2020,36,29,109.1
537,Andhra Pradesh,PRAKASAM,Jul,2020,34,28,163.9
538,Andhra Pradesh,PRAKASAM,Aug,2020,33,27,98.6
539,Andhra Pradesh,PRAKASAM,Sep,2020,32,26,409.4
540,Andhra Pradesh,SPSR NELLORE,Jan,2017,30,20,2.29
541,Andhra Pradesh,SPSR NELLORE,Feb,2017,32,19,0.07
542,Andhra Pradesh,SPSR NELLORE,Mar,2017,36,24,5.13
543,Andhra Pradesh,SPSR NELLORE,Apr,2017,41,27,0.02
544,Andhra Pradesh,SPSR NELLORE,May,2017,41,29,1.47
545,Andhra Pradesh,SPSR NELLORE,Jun,2017,38,29,12.4
546,Andhra Pradesh,SPSR NELLORE,Jul,2017,38,29,0.45
547,Andhra Pradesh,SPSR NELLORE,Aug,2017,36,29,5.75
548,Andhra Pradesh,SPSR NELLORE,Sep,2017,35,28,32.35
549,Andhra Pradesh,SPSR NELLORE,Oct,2017,33,27,56.84
550,Andhra Pradesh,SPSR NELLORE,Nov,2017,30,24,85.16
551,Andhra Pradesh,SPSR NELLORE,Dec,2017,29,22,4.8
552,Andhra Pradesh,SPSR NELLORE,Jan,2018,29,20,0.3
553,Andhra Pradesh,SPSR NELLORE,Feb,2018,31,21,0.19
554,Andhra Pradesh,SPSR NELLORE,Mar,2018,35,24,10.85
555,Andhra Pradesh,SPSR NELLORE,Apr,2018,38,27,0.3
556,Andhra Pradesh,SPSR NELLORE,May,2018,39,29,3.95
557,Andhra Pradesh,SPSR NELLORE,Jun,2018,38,31,2.93
558,Andhra Pradesh,SPSR NELLORE,Jul,2018,37,30,3.33
559,Andhra Pradesh,SPSR NELLORE,Aug,2018,35,28,8.22
560,Andhra Pradesh,SPSR NELLORE,Sep,2018,35,28,23.5
561,Andhra Pradesh,SPSR NELLORE,Oct,2018,33,27,116.91
562,Andhra Pradesh,SPSR NELLORE,Nov,2018,30,25,266.6
563,Andhra Pradesh,SPSR NELLORE,Dec,2018,28,23,83.2
564,Andhra Pradesh,SPSR NELLORE,Jan,2019,28,21,10.8
565,Andhra Pradesh,SPSR NELLORE,Feb,2019,31,23,2.6
566,Andhra Pradesh,SPSR NELLORE,Mar,2019,36,25,5.5
567,Andhra Pradesh,SPSR NELLORE,Apr,2019,39,27,2.6
568,Andhra Pradesh,SPSR NELLORE,May,2019,41,30,8.5
569,Andhra Pradesh,SPSR NELLORE,Jun,2019,39,30,63.2
570,Andhra Pradesh,SPSR NELLORE,Jul,2019,36,28,201.4
571,Andhra Pradesh,SPSR NELLORE,Aug,2019,35,27,113.9
572,Andhra Pradesh,SPSR NELLORE,Sep,2019,32,25,154.6
573,Andhra Pradesh,SPSR NELLORE,Oct,2019,32,26,297.1
574,Andhra Pradesh,SPSR NELLORE,Nov,2019,30,24,223.4
575,Andhra Pradesh,SPSR NELLORE,Dec,2019,28,22,115.9
576,Andhra Pradesh,SPSR NELLORE,Jan,2020,29,21,40.2
577,Andhra Pradesh,SPSR NELLORE,Feb,2020,30,21,8
578,Andhra Pradesh,SPSR NELLORE,Mar,2020,34,23,11.2
579,Andhra Pradesh,SPSR NELLORE,Apr,2020,37,25,5.3
580,Andhra Pradesh,SPSR NELLORE,May,2020,40,28,0.9
581,Andhra Pradesh,SPSR NELLORE,Jun,2020,36,29,100.4
582,Andhra Pradesh,SPSR NELLORE,Jul,2020,35,28,131
583,Andhra Pradesh,SPSR NELLORE,Aug,2020,34,27,69.8
584,Andhra Pradesh,SPSR NELLORE,Sep,2020,32,26,201
585,Andhra Pradesh,SRIKAKULAM,Jan,2017,28,18,0.91
586,Andhra Pradesh,SRIKAKULAM,Feb,2017,30,19,0.7
587,Andhra Pradesh,SRIKAKULAM,Mar,2017,33,24,23.3
588,Andhra Pradesh,SRIKAKULAM,Apr,2017,35,26,0.75
589,Andhra Pradesh,SRIKAKULAM,May,2017,36,28,2.38
590,Andhra Pradesh,SRIKAKULAM,Jun,2017,34,29,92.65
591,Andhra Pradesh,SRIKAKULAM,Jul,2017,33,28,112.68
592,Andhra Pradesh,SRIKAKULAM,Aug,2017,32,27,112.34
593,Andhra Pradesh,SRIKAKULAM,Sep,2017,32,27,79.13
594,Andhra Pradesh,SRIKAKULAM,Oct,2017,31,25,50.02
595,Andhra Pradesh,SRIKAKULAM,Nov,2017,29,22,20.72
596,Andhra Pradesh,SRIKAKULAM,Dec,2017,28,19,0.75
597,Andhra Pradesh,SRIKAKULAM,Jan,2018,28,18,0.01
598,Andhra Pradesh,SRIKAKULAM,Feb,2018,31,21,0
599,Andhra Pradesh,SRIKAKULAM,Mar,2018,34,24,0.03
600,Andhra Pradesh,SRIKAKULAM,Apr,2018,35,27,3.52
601,Andhra Pradesh,SRIKAKULAM,May,2018,35,28,12.64
602,Andhra Pradesh,SRIKAKULAM,Jun,2018,34,29,109.99
603,Andhra Pradesh,SRIKAKULAM,Jul,2018,32,27,197.93
604,Andhra Pradesh,SRIKAKULAM,Aug,2018,31,27,116.08
605,Andhra Pradesh,SRIKAKULAM,Sep,2018,31,26,66.23
606,Andhra Pradesh,SRIKAKULAM,Oct,2018,31,25,363.3
607,Andhra Pradesh,SRIKAKULAM,Nov,2018,30,23,5.4
608,Andhra Pradesh,SRIKAKULAM,Dec,2018,27,21,49
609,Andhra Pradesh,SRIKAKULAM,Jan,2019,28,19,0
610,Andhra Pradesh,SRIKAKULAM,Feb,2019,31,22,8.3
611,Andhra Pradesh,SRIKAKULAM,Mar,2019,33,26,18.5
612,Andhra Pradesh,SRIKAKULAM,Apr,2019,36,27,32.2
613,Andhra Pradesh,SRIKAKULAM,May,2019,35,28,309.6
614,Andhra Pradesh,SRIKAKULAM,Jun,2019,35,28,184.3
615,Andhra Pradesh,SRIKAKULAM,Jul,2019,31,26,390.2
616,Andhra Pradesh,SRIKAKULAM,Aug,2019,31,26,511.5
617,Andhra Pradesh,SRIKAKULAM,Sep,2019,29,25,415.1
618,Andhra Pradesh,SRIKAKULAM,Oct,2019,30,25,274.3
619,Andhra Pradesh,SRIKAKULAM,Nov,2019,29,22,9
620,Andhra Pradesh,SRIKAKULAM,Dec,2019,27,20,9
621,Andhra Pradesh,SRIKAKULAM,Jan,2020,27,19,40.1
622,Andhra Pradesh,SRIKAKULAM,Feb,2020,28,22,98.7
623,Andhra Pradesh,SRIKAKULAM,Mar,2020,32,25,62.9
624,Andhra Pradesh,SRIKAKULAM,Apr,2020,34,27,27.6
625,Andhra Pradesh,SRIKAKULAM,May,2020,35,28,12.5
626,Andhra Pradesh,SRIKAKULAM,Jun,2020,34,28,124.7
627,Andhra Pradesh,SRIKAKULAM,Jul,2020,32,27,187.7
628,Andhra Pradesh,SRIKAKULAM,Aug,2020,31,25,372
629,Andhra Pradesh,SRIKAKULAM,Sep,2020,31,26,199.5
630,Andhra Pradesh,VISAKHAPATANAM,Jan,2017,27,20,1.34
631,Andhra Pradesh,VISAKHAPATANAM,Feb,2017,29,20,0.4
632,Andhra Pradesh,VISAKHAPATANAM,Mar,2017,31,24,24
633,Andhra Pradesh,VISAKHAPATANAM,Apr,2017,33,27,1.79
634,Andhra Pradesh,VISAKHAPATANAM,May,2017,35,28,4.86
635,Andhra Pradesh,VISAKHAPATANAM,Jun,2017,33,29,90.96
636,Andhra Pradesh,VISAKHAPATANAM,Jul,2017,32,28,95.35
637,Andhra Pradesh,VISAKHAPATANAM,Aug,2017,32,28,118.37
638,Andhra Pradesh,VISAKHAPATANAM,Sep,2017,32,28,89.52
639,Andhra Pradesh,VISAKHAPATANAM,Oct,2017,30,26,68.6
640,Andhra Pradesh,VISAKHAPATANAM,Nov,2017,29,23,30.94
641,Andhra Pradesh,VISAKHAPATANAM,Dec,2017,27,21,0.62
642,Andhra Pradesh,VISAKHAPATANAM,Jan,2018,27,20,0
643,Andhra Pradesh,VISAKHAPATANAM,Feb,2018,29,22,0
644,Andhra Pradesh,VISAKHAPATANAM,Mar,2018,32,25,0.15
645,Andhra Pradesh,VISAKHAPATANAM,Apr,2018,33,27,3.62
646,Andhra Pradesh,VISAKHAPATANAM,May,2018,34,28,8.57
647,Andhra Pradesh,VISAKHAPATANAM,Jun,2018,34,29,72.02
648,Andhra Pradesh,VISAKHAPATANAM,Jul,2018,31,28,108.1
649,Andhra Pradesh,VISAKHAPATANAM,Aug,2018,31,27,74.8
650,Andhra Pradesh,VISAKHAPATANAM,Sep,2018,31,27,104.01
651,Andhra Pradesh,VISAKHAPATANAM,Oct,2018,31,26,168.5
652,Andhra Pradesh,VISAKHAPATANAM,Nov,2018,30,24,15.6
653,Andhra Pradesh,VISAKHAPATANAM,Dec,2018,27,22,120.9
654,Andhra Pradesh,VISAKHAPATANAM,Jan,2019,27,21,3.3
655,Andhra Pradesh,VISAKHAPATANAM,Feb,2019,29,23,6.9
656,Andhra Pradesh,VISAKHAPATANAM,Mar,2019,32,26,36.3
657,Andhra Pradesh,VISAKHAPATANAM,Apr,2019,34,27,60.9
658,Andhra Pradesh,VISAKHAPATANAM,May,2019,33,28,209
659,Andhra Pradesh,VISAKHAPATANAM,Jun,2019,34,29,169.9
660,Andhra Pradesh,VISAKHAPATANAM,Jul,2019,31,27,224.4
661,Andhra Pradesh,VISAKHAPATANAM,Aug,2019,31,26,334.4
662,Andhra Pradesh,VISAKHAPATANAM,Sep,2019,29,25,494
663,Andhra Pradesh,VISAKHAPATANAM,Oct,2019,30,26,453
664,Andhra Pradesh,VISAKHAPATANAM,Nov,2019,29,24,9.8
665,Andhra Pradesh,VISAKHAPATANAM,Dec,2019,26,22,18.7
666,Andhra Pradesh,VISAKHAPATANAM,Jan,2020,26,22,60.7
667,Andhra Pradesh,VISAKHAPATANAM,Feb,2020,27,24,84.9
668,Andhra Pradesh,VISAKHAPATANAM,Mar,2020,29,26,27.9
669,Andhra Pradesh,VISAKHAPATANAM,Apr,2020,31,27,30.5
670,Andhra Pradesh,VISAKHAPATANAM,May,2020,32,28,8.2
671,Andhra Pradesh,VISAKHAPATANAM,Jun,2020,32,28,113.6
672,Andhra Pradesh,VISAKHAPATANAM,Jul,2020,31,27,167.6
673,Andhra Pradesh,VISAKHAPATANAM,Aug,2020,30,26,369.8
674,Andhra Pradesh,VISAKHAPATANAM,Sep,2020,31,28,214.2
675,Andhra Pradesh,VIZIANAGARAM,Jan,2017,30,16,0.41
676,Andhra Pradesh,VIZIANAGARAM,Feb,2017,32,17,0.52
677,Andhra Pradesh,VIZIANAGARAM,Mar,2017,35,22,14.42
678,Andhra Pradesh,VIZIANAGARAM,Apr,2017,38,25,1.9
679,Andhra Pradesh,VIZIANAGARAM,May,2017,39,27,3.92
680,Andhra Pradesh,VIZIANAGARAM,Jun,2017,36,28,34.86
681,Andhra Pradesh,VIZIANAGARAM,Jul,2017,34,27,61.3
682,Andhra Pradesh,VIZIANAGARAM,Aug,2017,33,27,97.52
683,Andhra Pradesh,VIZIANAGARAM,Sep,2017,33,26,45.89
684,Andhra Pradesh,VIZIANAGARAM,Oct,2017,31,24,51.25
685,Andhra Pradesh,VIZIANAGARAM,Nov,2017,30,21,20.32
686,Andhra Pradesh,VIZIANAGARAM,Dec,2017,29,18,0.88
687,Andhra Pradesh,VIZIANAGARAM,Jan,2018,29,17,0.01
688,Andhra Pradesh,VIZIANAGARAM,Feb,2018,32,19,0
689,Andhra Pradesh,VIZIANAGARAM,Mar,2018,36,24,0.18
690,Andhra Pradesh,VIZIANAGARAM,Apr,2018,37,26,10.46
691,Andhra Pradesh,VIZIANAGARAM,May,2018,38,28,5.12
692,Andhra Pradesh,VIZIANAGARAM,Jun,2018,36,29,44.18
693,Andhra Pradesh,VIZIANAGARAM,Jul,2018,33,27,63.74
694,Andhra Pradesh,VIZIANAGARAM,Aug,2018,32,26,84.7
695,Andhra Pradesh,VIZIANAGARAM,Sep,2018,32,25,82.13
696,Andhra Pradesh,VIZIANAGARAM,Oct,2018,32,24,161.1
697,Andhra Pradesh,VIZIANAGARAM,Nov,2018,31,22,11.5
698,Andhra Pradesh,VIZIANAGARAM,Dec,2018,28,20,60.1
699,Andhra Pradesh,VIZIANAGARAM,Jan,2019,29,19,1.2
700,Andhra Pradesh,VIZIANAGARAM,Feb,2019,32,22,10.4
701,Andhra Pradesh,VIZIANAGARAM,Mar,2019,35,25,24.8
702,Andhra Pradesh,VIZIANAGARAM,Apr,2019,39,28,60.9
703,Andhra Pradesh,VIZIANAGARAM,May,2019,38,28,194.1
704,Andhra Pradesh,VIZIANAGARAM,Jun,2019,37,28,168.2
705,Andhra Pradesh,VIZIANAGARAM,Jul,2019,32,26,260.4
706,Andhra Pradesh,VIZIANAGARAM,Aug,2019,32,25,443.6
707,Andhra Pradesh,VIZIANAGARAM,Sep,2019,29,24,459.6
708,Andhra Pradesh,VIZIANAGARAM,Oct,2019,30,24,399.9
709,Andhra Pradesh,VIZIANAGARAM,Nov,2019,30,22,11.2
710,Andhra Pradesh,VIZIANAGARAM,Dec,2019,28,20,14.9
711,Andhra Pradesh,VIZIANAGARAM,Jan,2020,29,20,35.6
712,Andhra Pradesh,VIZIANAGARAM,Feb,2020,30,22,59
713,Andhra Pradesh,VIZIANAGARAM,Mar,2020,34,24,66
714,Andhra Pradesh,VIZIANAGARAM,Apr,2020,37,27,32.6
715,Andhra Pradesh,VIZIANAGARAM,May,2020,38,28,10.6
716,Andhra Pradesh,VIZIANAGARAM,Jun,2020,35,28,122.5
717,Andhra Pradesh,VIZIANAGARAM,Jul,2020,33,27,199.5
718,Andhra Pradesh,VIZIANAGARAM,Aug,2020,32,25,317.6
719,Andhra Pradesh,VIZIANAGARAM,Sep,2020,32,26,257.6
720,Assam,BAKSA,Jan,2017,26,11,1.75
721,Assam,BAKSA,Feb,2017,29,14,10.17
722,Assam,BAKSA,Mar,2017,29,16,37.52
723,Assam,BAKSA,Apr,2017,32,20,67.11
724,Assam,BAKSA,May,2017,34,22,105.15
725,Assam,BAKSA,Jun,2017,32,24,326.23
726,Assam,BAKSA,Jul,2017,31,24,417.87
727,Assam,BAKSA,Aug,2017,32,25,249.6
728,Assam,BAKSA,Sep,2017,31,24,199
729,Assam,BAKSA,Oct,2017,29,22,108.04
730,Assam,BAKSA,Nov,2017,27,17,1.57
731,Assam,BAKSA,Dec,2017,25,16,1.28
732,Assam,BAKSA,Jan,2018,23,14,4.76
733,Assam,BAKSA,Feb,2018,27,16,4.3
734,Assam,BAKSA,Mar,2018,31,19,12.5
735,Assam,BAKSA,Apr,2018,33,21,37.38
736,Assam,BAKSA,May,2018,33,23,119.75
737,Assam,BAKSA,Jun,2018,33,25,182.26
738,Assam,BAKSA,Jul,2018,32,25,313.14
739,Assam,BAKSA,Aug,2018,33,25,211.71
740,Assam,BAKSA,Sep,2018,31,24,179.72
741,Assam,BAKSA,Oct,2018,30,21,148.7
742,Assam,BAKSA,Nov,2018,27,18,16.2
743,Assam,BAKSA,Dec,2018,24,15,62.6
744,Assam,BAKSA,Jan,2019,25,15,3.9
745,Assam,BAKSA,Feb,2019,27,16,48.6
746,Assam,BAKSA,Mar,2019,31,19,22.7
747,Assam,BAKSA,Apr,2019,34,23,224.2
748,Assam,BAKSA,May,2019,34,24,639.6
749,Assam,BAKSA,Jun,2019,35,26,536.8
750,Assam,BAKSA,Jul,2019,32,25,1172.6
751,Assam,BAKSA,Aug,2019,34,27,694
752,Assam,BAKSA,Sep,2019,30,24,768.4
753,Assam,BAKSA,Oct,2019,29,22,226.8
754,Assam,BAKSA,Nov,2019,27,19,39.7
755,Assam,BAKSA,Dec,2019,24,15,5.2
756,Assam,BAKSA,Jan,2020,23,14,22.2
757,Assam,BAKSA,Feb,2020,26,16,31.3
